"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.462367009E2,-7.434713657E0,1.092519716E2,6.856042492E1,0.000000000E0,8.905218394E1,1.231375466E1,3.077005044E0
8.472366955E2,-7.434708963E0,1.092519514E2,6.856042492E1,0.000000000E0,8.905218394E1,3.604685980E0,3.227231852E0
8.482366903E2,-7.434708502E0,1.092519507E2,6.850360675E1,0.000000000E0,8.905217062E1,3.473146542E0,3.011975006E0
8.492366850E2,-7.434708485E0,1.092519507E2,6.850360675E1,0.000000000E0,8.905217062E1,3.473655688E0,3.011982270E0
8.502366792E2,-7.434708087E0,1.092519502E2,6.850360675E1,0.000000000E0,8.905217062E1,3.379807531E0,3.064808249E0
8.512366743E2,-7.434707766E0,1.092519497E2,6.850360675E1,0.000000000E0,8.905217062E1,3.280199443E0,3.275082188E0
8.522366680E2,-7.434707760E0,1.092519497E2,6.850360675E1,0.000000000E0,8.905217062E1,3.279257722E0,3.338069694E0
8.532366619E2,-7.434707492E0,1.092519494E2,6.850360675E1,0.000000000E0,8.905217062E1,3.190715356E0,3.559528088E0
8.542366571E2,-7.434707491E0,1.092519494E2,6.850360675E1,0.000000000E0,8.905217062E1,3.191503457E0,3.457894231E0
8.552366513E2,-7.434707267E0,1.092519490E2,6.850360675E1,0.000000000E0,8.905217062E1,3.118386539E0,3.757761382E0
8.562366456E2,-7.434707729E0,1.092519498E2,6.848317050E1,0.000000000E0,8.905218388E1,3.118798371E0,3.713846077E0
8.572366396E2,-7.434707930E0,1.092519501E2,6.848317050E1,0.000000000E0,8.905218388E1,3.055596034E0,3.818634479E0
8.582366346E2,-7.434707932E0,1.092519501E2,6.848317050E1,0.000000000E0,8.905218388E1,3.056769584E0,3.652647975E0
8.592366289E2,-7.434708061E0,1.092519501E2,6.848317050E1,0.000000000E0,8.905218388E1,2.964866381E0,3.821103690E0
8.602366240E2,-7.434708220E0,1.092519504E2,6.848317050E1,0.000000000E0,8.905218388E1,2.914993828E0,3.896500960E0
8.612366184E2,-7.434708364E0,1.092519506E2,6.848317050E1,0.000000000E0,8.905218388E1,2.868473262E0,3.742331096E0
8.622366121E2,-7.434708496E0,1.092519509E2,6.848317050E1,0.000000000E0,8.905218388E1,2.825586306E0,3.743781642E0
8.632366065E2,-7.434708496E0,1.092519509E2,6.848317050E1,0.000000000E0,8.905218388E1,2.827318101E0,3.596541352E0
8.642366016E2,-7.434708613E0,1.092519511E2,6.848317050E1,0.000000000E0,8.905218388E1,2.789282032E0,3.650235710E0
8.652365953E2,-7.434708722E0,1.092519513E2,6.848317050E1,0.000000000E0,8.905218388E1,2.753090986E0,3.735807939E0
8.662365942E2,-7.434708813E0,1.092519515E2,6.848317050E1,0.000000000E0,8.905218388E1,2.723089120E0,3.889350484E0
8.672365842E2,-7.434709411E0,1.092519514E2,6.830778684E1,6.073927197E-2,8.905221866E1,2.693325438E0,3.948815061E0
8.692365733E2,-7.434709372E0,1.092519515E2,6.859678200E1,0.000000000E0,8.905221328E1,2.694748255E0,3.577887910E0
8.702365679E2,-7.434709876E0,1.092519515E2,6.859678200E1,0.000000000E0,8.905221328E1,2.681175706E0,3.655921169E0
8.712365621E2,-7.434709900E0,1.092519515E2,6.859678200E1,0.000000000E0,8.905221328E1,2.804664686E0,3.603100395E0
8.722365569E2,-7.434710479E0,1.092519515E2,6.859678200E1,0.000000000E0,8.905221328E1,2.891348927E0,3.625555506E0
8.732365509E2,-7.434710511E0,1.092519515E2,6.859678200E1,0.000000000E0,8.905221328E1,3.004329415E0,3.712071144E0
8.742365456E2,-7.434712219E0,1.092519514E2,6.859678200E1,0.000000000E0,8.905221328E1,5.021498892E0,3.776217330E0
8.752365400E2,-7.434712283E0,1.092519514E2,6.859678200E1,0.000000000E0,8.905221328E1,5.070205677E0,3.652071206E0
8.762365348E2,-7.434713772E0,1.092519514E2,6.859678200E1,0.000000000E0,8.905221328E1,4.923131193E0,3.819810595E0
8.772365290E2,-7.434714997E0,1.092519515E2,6.859678200E1,0.000000000E0,8.905221328E1,4.811435325E0,4.023170078E0
8.782365237E2,-7.434715070E0,1.092519515E2,6.859678200E1,0.000000000E0,8.905221328E1,4.852393889E0,3.852517331E0
8.792365180E2,-7.434716778E0,1.092519512E2,6.859678200E1,0.000000000E0,8.905221328E1,6.401445512E0,4.187631360E0
8.802365128E2,-7.434716780E0,1.092519512E2,6.859678200E1,0.000000000E0,8.905221328E1,6.402908422E0,4.161809157E0
8.812365073E2,-7.434718399E0,1.092519513E2,6.859678200E1,0.000000000E0,8.905221328E1,6.109021018E0,4.113839624E0
8.822365017E2,-7.434719571E0,1.092519514E2,6.859678200E1,0.000000000E0,8.905221328E1,5.843107716E0,4.312348946E0
8.832364960E2,-7.434719579E0,1.092519514E2,6.859678200E1,0.000000000E0,8.905221328E1,5.842496871E0,4.292850720E0
8.842364902E2,-7.434719620E0,1.092519514E2,6.859678200E1,0.000000000E0,8.905221328E1,5.860958669E0,4.133275709E0
8.852364848E2,-7.434721819E0,1.092519529E2,6.839718126E1,4.021167809E-2,8.905226428E1,5.616134564E0,4.176980392E0
8.862364789E2,-7.434721982E0,1.092519524E2,6.833227809E1,0.000000000E0,8.905226648E1,5.937428551E0,3.745321421E0
8.872364733E2,-7.434726303E0,1.092519545E2,6.835160758E1,5.419177159E-2,8.905226863E1,5.740975673E0,4.031567749E0
8.882364677E2,-7.434726314E0,1.092519549E2,6.841038130E1,0.000000000E0,8.905226864E1,5.915447491E0,3.901166557E0
8.892369878E2,-7.434729956E0,1.092519566E2,6.841038130E1,0.000000000E0,8.905226864E1,5.721230780E0,4.426984047E0
8.902369894E2,-7.434733050E0,1.092519580E2,6.841038130E1,0.000000000E0,8.905226864E1,5.555865957E0,4.416551737E0
8.912369837E2,-7.434736166E0,1.092519591E2,6.841038130E1,0.000000000E0,8.905226864E1,7.096988219E0,4.844573543E0
8.922369881E2,-7.434736279E0,1.092519592E2,6.841038130E1,0.000000000E0,8.905226864E1,7.109287585E0,4.769838390E0
8.932369950E2,-7.434739836E0,1.092519608E2,6.841038130E1,0.000000000E0,8.905226864E1,6.737099231E0,4.824191717E0
8.942369940E2,-7.434742689E0,1.092519622E2,6.841038130E1,0.000000000E0,8.905226864E1,6.423365366E0,4.868581842E0
8.952369981E2,-7.434742783E0,1.092519622E2,6.841038130E1,0.000000000E0,8.905226864E1,6.413496170E0,4.652041328E0
8.962370017E2,-7.434742957E0,1.092519623E2,6.841038130E1,0.000000000E0,8.905226864E1,6.408568190E0,4.710472392E0
8.982370070E2,-7.434747243E0,1.092519643E2,6.841038130E1,0.000000000E0,8.905226864E1,5.919207440E0,5.290525061E0
8.992370054E2,-7.434748709E0,1.092519650E2,6.841038130E1,0.000000000E0,8.905226864E1,5.735438665E0,5.390534586E0
9.002370014E2,-7.434748736E0,1.092519650E2,6.841038130E1,0.000000000E0,8.905226864E1,5.732885693E0,5.291982579E0
9.012370095E2,-7.434748806E0,1.092519651E2,6.841038130E1,0.000000000E0,8.905226864E1,5.725275567E0,5.180817107E0
9.022370121E2,-7.434750201E0,1.092519657E2,6.841038130E1,0.000000000E0,8.905226864E1,5.554280957E0,5.641171630E0
9.032370107E2,-7.434751310E0,1.092519662E2,6.841038130E1,0.000000000E0,8.905226864E1,5.405709856E0,5.705015780E0
9.042370126E2,-7.434751330E0,1.092519663E2,6.841038130E1,0.000000000E0,8.905226864E1,5.404019956E0,5.711065178E0
9.052370121E2,-7.434751383E0,1.092519663E2,6.841038130E1,0.000000000E0,8.905226864E1,5.397694680E0,6.171386875E0
9.062370132E2,-7.434751387E0,1.092519663E2,6.841038130E1,0.000000000E0,8.905226864E1,5.402847939E0,5.977647792E0
9.072370125E2,-7.434752351E0,1.092519667E2,6.841038130E1,0.000000000E0,8.905226864E1,5.270011968E0,6.352161146E0
9.082370124E2,-7.434747130E0,1.092519644E2,6.825063561E1,0.000000000E0,8.905213428E1,4.997944623E0,6.829250832E0
9.092370119E2,-7.434746464E0,1.092519642E2,6.825063561E1,0.000000000E0,8.905213428E1,5.041918065E0,6.347309414E0
9.102370154E2,-7.434743373E0,1.092519632E2,6.825063561E1,0.000000000E0,8.905213428E1,4.999239633E0,6.440378317E0
9.112370096E2,-7.434743060E0,1.092519631E2,6.825063561E1,0.000000000E0,8.905213428E1,5.050361009E0,6.217770528E0
9.122370083E2,-7.434742605E0,1.092519629E2,6.825063561E1,0.000000000E0,8.905213428E1,5.094854944E0,5.628433400E0
9.132370067E2,-7.434738991E0,1.092519618E2,6.825063561E1,0.000000000E0,8.905213428E1,5.004317126E0,5.646763011E0
9.142370048E2,-7.434736118E0,1.092519609E2,6.825063561E1,0.000000000E0,8.905213428E1,4.882007686E0,6.213113343E0
9.152370025E2,-7.434733593E0,1.092519601E2,6.825063561E1,0.000000000E0,8.905213428E1,4.779686173E0,6.556370208E0
9.162370021E2,-7.434731294E0,1.092519594E2,6.825063561E1,0.000000000E0,8.905213428E1,4.683212877E0,6.372594007E0
9.172369974E2,-7.434731191E0,1.092519593E2,6.825063561E1,0.000000000E0,8.905213428E1,4.679755921E0,6.322609213E0
9.182369950E2,-7.434731124E0,1.092519593E2,6.825063561E1,0.000000000E0,8.905213428E1,4.677953200E0,6.025641727E0
9.192369916E2,-7.434731022E0,1.092519593E2,6.825063561E1,0.000000000E0,8.905213428E1,4.676480292E0,6.097459496E0
9.202369891E2,-7.434729965E0,1.092519585E2,6.825063561E1,0.000000000E0,8.905213428E1,4.541626871E0,5.999338369E0
9.212369862E2,-7.434729864E0,1.092519584E2,6.825063561E1,0.000000000E0,8.905213428E1,4.538095291E0,6.080570636E0
9.222369829E2,-7.434727567E0,1.092519577E2,6.825063561E1,0.000000000E0,8.905213428E1,4.437479357E0,6.263841365E0
9.232369789E2,-7.434727462E0,1.092519577E2,6.825063561E1,0.000000000E0,8.905213428E1,4.433505406E0,5.871572415E0
9.242369752E2,-7.434725284E0,1.092519570E2,6.825063561E1,0.000000000E0,8.905213428E1,4.343473761E0,5.719440349E0
9.252369721E2,-7.434725924E0,1.092519564E2,6.822284776E1,2.676590991E-2,8.905216041E1,4.337617639E0,5.540443649E0
9.262369683E2,-7.434726315E0,1.092519563E2,6.927700468E1,6.625909578E-2,9.442142294E1,4.336069052E0,5.189683943E0
9.272369643E2,-7.434725412E0,1.092519562E2,6.842076454E1,3.572636334E-1,1.073084827E2,4.463046660E0,4.405794403E0
9.292369564E2,-7.434729139E0,1.092519677E2,6.840044785E1,1.200202781E0,1.084764897E2,5.181744814E0,3.018305990E0
9.302369524E2,-7.434731136E0,1.092519786E2,6.861216123E1,8.078419084E-1,1.054723094E2,5.394671091E0,3.096300061E0
9.312369480E2,-7.434731715E0,1.092519859E2,6.943018170E1,7.471319238E-1,1.095766518E2,5.571238300E0,3.447930329E0
9.322369443E2,-7.434732877E0,1.092519913E2,6.866094079E1,2.955462417E-1,NaN,5.998043437E0,5.454470356E0
9.332369399E2,-7.434733649E0,1.092519884E2,6.889221306E1,4.284623751E-1,2.072841921E2,8.400216421E0,6.548667764E0
9.342369350E2,-7.434735625E0,1.092519806E2,6.882739267E1,8.430258974E-1,2.089689047E2,7.961756367E0,7.626466677E0
9.352369316E2,-7.434740892E0,1.092519746E2,6.941054833E1,5.979185436E-1,2.234330115E2,7.980968977E0,8.717578537E0
9.362369269E2,-7.434745963E0,1.092519726E2,6.917055678E1,7.059858952E-1,2.130371815E2,8.030420976E0,9.244349317E0
9.372369224E2,-7.434751579E0,1.092519706E2,6.907463906E1,7.778468897E-1,2.086048504E2,8.041725519E0,1.028649538E1
9.382369171E2,-7.434756224E0,1.092519691E2,6.874334727E1,6.591155145E-1,2.015532373E2,8.036797589E0,1.057189523E1
9.392369128E2,-7.434760314E0,1.092519668E2,6.952260901E1,4.320085205E-1,1.876396738E2,8.069542586E0,1.061484348E1
9.402369086E2,-7.434760250E0,1.092519645E2,7.017037592E1,4.601043033E-1,1.879492395E2,7.612061680E0,9.852322370E0
9.412369033E2,-7.434764830E0,1.092519607E2,7.004758498E1,4.790621544E-1,2.026935812E2,7.684872718E0,9.538492579E0
9.422368984E2,-7.434770574E0,1.092519547E2,6.924066266E1,8.492255426E-1,2.208757675E2,7.712388927E0,9.231060629E0
9.432368939E2,-7.434775355E0,1.092519476E2,7.003024315E1,5.956602666E-1,2.338797269E2,7.740990591E0,8.915048210E0
9.442368896E2,-7.434779338E0,1.092519415E2,6.960743959E1,4.819939294E-1,2.330725873E2,7.821824672E0,7.954776778E0
9.452368847E2,-7.434781722E0,1.092519378E2,6.945900310E1,3.850865677E-1,2.331313154E2,7.901451703E0,6.831722457E0
9.462368797E2,-7.434776200E0,1.092519235E2,6.879254872E1,7.739485431E-1,2.457484706E2,6.643818949E0,5.101640377E0
9.472368747E2,-7.434785912E0,1.092518899E2,6.905476611E1,1.039588505E0,2.499414463E2,1.413245370E1,3.930537605E0
9.482368698E2,-7.434800607E0,1.092518798E2,6.912894690E1,1.501356908E0,2.394154034E2,1.366326359E1,3.000000000E0
9.492368648E2,-7.434804478E0,1.092518690E2,6.825064299E1,1.228781639E0,2.401297974E2,1.321753299E1,3.000000000E0
9.502368563E2,-7.434801286E0,1.092518610E2,6.892688813E1,8.110199084E-1,2.457760480E2,1.279408892E1,3.000000000E0
9.512368482E2,-7.434802814E0,1.092518560E2,6.876600143E1,7.466061974E-1,2.460150301E2,1.239181705E1,3.000000000E0
9.522368407E2,-7.434804771E0,1.092518485E2,6.856057310E1,9.108354987E-1,2.460150308E2,1.293402316E1,3.000000000E0
9.532368330E2,-7.434802940E0,1.092518439E2,6.832989641E1,0.000000000E0,2.460150308E2,1.164660841E1,3.000000000E0
9.542368259E2,-7.434800952E0,1.092518630E2,6.842657978E1,6.895949123E-2,2.460150293E2,1.130171057E1,3.000000000E0
9.552368183E2,-7.434795413E0,1.092518665E2,6.821472365E1,3.867140235E-2,2.460150282E2,1.169758775E1,3.000000000E0
9.562368116E2,-7.434793043E0,1.092518680E2,6.859783904E1,9.766182543E-2,2.460150278E2,1.326199841E1,3.000000000E0
9.572368039E2,-7.434793871E0,1.092518670E2,6.835579211E1,1.186939132E-1,2.460150280E2,1.558222343E1,3.000000000E0
9.582367978E2,-7.434792659E0,1.092518655E2,6.821679090E1,8.779170118E-2,2.460150279E2,1.863422752E1,3.000000000E0
9.592367898E2,-7.434784911E0,1.092518708E2,6.832535788E1,8.964820971E-3,2.460150263E2,1.413761885E1,3.000000000E0
9.602367837E2,-7.434788640E0,1.092518717E2,6.843437074E1,5.549845666E-2,2.460150269E2,1.436315001E1,3.000000000E0
9.612367765E2,-7.434790250E0,1.092518702E2,6.822663003E1,1.689893072E-1,2.460150272E2,1.503931725E1,3.000000000E0
9.622367699E2,-7.434791635E0,1.092518684E2,6.810650368E1,2.136832236E-1,2.460150275E2,1.634851227E1,3.000000000E0
9.632367632E2,-7.434791978E0,1.092518671E2,6.821465905E1,2.593618675E-1,2.460150277E2,1.838245662E1,3.000000000E0
9.642367575E2,-7.434783192E0,1.092518695E2,6.831444599E1,2.197063757E-1,2.460150261E2,1.992790938E1,3.000000000E0
9.652367510E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,1.261827145E1,3.000000000E0
9.662367439E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,1.238707894E1,3.000000000E0
9.672367387E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,1.246822171E1,3.000000000E0
9.682367319E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,1.230034266E1,3.000000000E0
9.692367265E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,1.128102968E1,3.000000000E0
9.702367203E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.944414460E0,3.000000000E0
9.712367144E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.784626313E0,3.000000000E0
9.722367085E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,8.071760135E0,3.000000000E0
9.732367021E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.488618772E0,3.000000000E0
9.742366965E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.483644027E0,3.000000000E0
9.752366905E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.221471966E0,3.000000000E0
9.762366852E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.356391057E0,3.000000000E0
9.772366796E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.116421130E0,3.000000000E0
9.782366736E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.222251603E0,3.000000000E0
9.792366670E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.343403185E0,3.000000000E0
9.802366618E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.452342315E0,3.000000000E0
9.812366565E2,-7.434783138E0,1.092518706E2,6.832065060E1,0.000000000E0,2.460150260E2,7.617548665E0,3.000000000E0
9.822366502E2,-7.434725872E0,1.092517957E2,6.822233944E1,5.489630416E-2,2.460150211E2,8.215865636E0,3.000000000E0
9.832366449E2,-7.434725858E0,1.092517955E2,6.824914948E1,0.000000000E0,2.460150212E2,8.294410445E0,3.000000000E0
9.842366397E2,-7.434725858E0,1.092517955E2,6.824914948E1,0.000000000E0,2.460150212E2,7.939763139E0,3.000000000E0
9.852366344E2,-7.434725858E0,1.092517955E2,6.824914948E1,0.000000000E0,2.460150212E2,8.111722676E0,3.000000000E0
9.862366292E2,-7.434725858E0,1.092517955E2,6.824914948E1,0.000000000E0,2.460150212E2,7.959663446E0,3.000000000E0
9.872366229E2,-7.434747094E0,1.092518223E2,6.824914948E1,0.000000000E0,2.460150212E2,5.750849873E0,3.000000000E0
9.882366176E2,-7.434746824E0,1.092518219E2,6.824914948E1,0.000000000E0,2.460150212E2,5.964844997E0,3.000000000E0
9.892366118E2,-7.434746775E0,1.092518219E2,6.824914948E1,0.000000000E0,2.460150212E2,6.191152163E0,3.000000000E0
9.902366066E2,-7.434748328E0,1.092518235E2,6.824914948E1,0.000000000E0,2.460150212E2,8.192447957E0,3.000000000E0
9.912366009E2,-7.434748253E0,1.092518235E2,6.824914948E1,0.000000000E0,2.460150212E2,8.205511201E0,3.000000000E0
9.922365955E2,-7.434761238E0,1.092518225E2,6.829317900E1,4.391232493E-2,2.460150236E2,8.141036485E0,3.000000000E0
9.932365901E2,-7.434756921E0,1.092518081E2,6.861252489E1,2.222267734E-1,2.460150255E2,6.040867004E0,3.000000000E0
9.942365849E2,-7.434756791E0,1.092518017E2,6.854528156E1,2.105056494E-1,2.460150261E2,5.348799753E0,3.000000000E0
9.952365788E2,-7.434758753E0,1.092518007E2,6.853930910E1,6.840102109E-2,2.460150266E2,5.547299128E0,3.000000000E0
9.962365732E2,-7.434763992E0,1.092517993E2,6.843873939E1,2.178063312E-1,2.460150294E2,4.776492491E0,3.000000000E0
9.972365685E2,-7.434765468E0,1.092517976E2,6.834914212E1,0.000000000E0,2.460150297E2,5.113143855E0,3.000000000E0
9.982365631E2,-7.434767689E0,1.092517961E2,6.833556601E1,1.105263220E-1,2.460150293E2,4.575693263E0,3.000000000E0
9.992365571E2,-7.434768297E0,1.092517953E2,6.831565479E1,0.000000000E0,2.460150292E2,4.834494957E0,3.000000000E0
1.000236552E3,-7.434767762E0,1.092517968E2,6.830880900E1,3.088196868E-2,2.460150273E2,4.368360781E0,3.000000000E0
1.001236547E3,-7.434765113E0,1.092517979E2,6.829247744E1,2.873193381E-2,2.460150254E2,4.561373048E0,3.000000000E0
1.002236541E3,-7.434766758E0,1.092517996E2,6.840350285E1,2.081036472E-1,2.460150261E2,4.814011983E0,3.000000000E0
1.003236536E3,-7.434766738E0,1.092517993E2,6.861295987E1,3.395356975E-1,2.460150268E2,4.707806232E0,3.000000000E0
1.004236531E3,-7.434767688E0,1.092517975E2,6.840940159E1,3.912095189E-1,2.460150273E2,4.917736792E0,3.000000000E0
1.005236525E3,-7.434768353E0,1.092517961E2,6.813880561E1,3.282302509E-1,2.460150265E2,5.382758702E0,3.000000000E0
1.006236520E3,-7.434769222E0,1.092517948E2,6.860179234E1,3.622278630E-1,2.460150272E2,5.974111013E0,3.000000000E0
1.007236514E3,-7.434771051E0,1.092517935E2,6.833712099E1,4.701796221E-1,2.460150285E2,6.541103901E0,3.000000000E0
1.008236509E3,-7.434781407E0,1.092518351E2,6.899239807E1,2.208537148E0,1.770517871E2,6.769119703E0,3.000000000E0
1.009236505E3,-7.434788703E0,1.092518722E2,6.831318870E1,1.506968681E0,1.455567913E2,6.604239422E0,3.000000000E0
1.010236499E3,-7.434803652E0,1.092518964E2,6.828844797E1,1.988683195E0,1.320959168E2,6.988605462E0,3.000000000E0
1.011236493E3,-7.434813691E0,1.092519523E2,6.848402582E1,1.657964761E0,1.248584314E2,6.406382982E0,3.000000000E0
1.012236489E3,-7.434819646E0,1.092519866E2,6.833333563E1,0.000000000E0,1.229338798E2,6.205333839E0,3.000000000E0
1.013236483E3,-7.434817521E0,1.092520045E2,6.833333563E1,0.000000000E0,1.229338798E2,6.025415389E0,3.000000000E0
1.014236478E3,-7.434797835E0,1.092519656E2,6.857515380E1,4.172828392E-2,1.228638320E2,6.840104128E0,3.000000000E0
1.015237018E3,-7.434791298E0,1.092519861E2,6.846043295E1,1.011400009E-1,1.228638306E2,5.695504338E0,3.000000000E0
1.016237023E3,-7.434788619E0,1.092519987E2,6.845915508E1,1.319857980E-1,1.228638292E2,5.224329875E0,3.000000000E0
1.017237019E3,-7.434787324E0,1.092520048E2,6.852474375E1,5.112898185E-2,1.228638301E2,5.151968714E0,3.000000000E0
1.018237019E3,-7.434786724E0,1.092520097E2,6.840593816E1,2.341830387E-1,1.228638288E2,5.365892142E0,3.000000000E0
1.019237022E3,-7.434786929E0,1.092519969E2,6.824134017E1,6.767876835E-1,1.228638356E2,5.914452054E0,3.000000000E0
1.021237019E3,-7.434791165E0,1.092519968E2,6.825668958E1,9.494818737E-1,1.228638405E2,6.792209049E0,3.000000000E0
1.022237021E3,-7.434795273E0,1.092520009E2,6.833340024E1,1.161193364E0,1.228638379E2,6.972207444E0,3.000000000E0
1.023237018E3,-7.434808739E0,1.092520059E2,6.843667032E1,1.435479661E0,1.320327179E2,7.195470795E0,3.000000000E0
1.024237024E3,-7.434814391E0,1.092520093E2,6.849521653E1,1.044593669E0,1.333179520E2,6.876237825E0,3.000000000E0
1.025237026E3,-7.434819034E0,1.092520117E2,6.830362027E1,9.848594212E-1,1.333179519E2,6.848571849E0,3.000000000E0
1.026237024E3,-7.434816947E0,1.092519930E2,6.861814492E1,6.049333853E-1,1.333179581E2,6.985815109E0,3.000000000E0
1.027237028E3,-7.434816710E0,1.092519828E2,6.843004759E1,3.082064301E-1,1.333179593E2,6.794632282E0,3.000000000E0
1.028237032E3,-7.434816100E0,1.092519758E2,6.824255941E1,2.319012913E-1,1.333179597E2,6.951699817E0,3.000000000E0
1.029237029E3,-7.434815858E0,1.092519717E2,6.862156551E1,3.951533020E-1,1.333179591E2,7.373752869E0,3.000000000E0
1.030237027E3,-7.434817153E0,1.092519701E2,6.835198691E1,4.430483071E-1,1.333179587E2,7.975762672E0,3.000000000E0
1.031237024E3,-7.434819201E0,1.092519685E2,6.827151368E1,4.727665103E-1,1.333179589E2,8.603890070E0,3.000000000E0
1.032237022E3,-7.434796957E0,1.092519585E2,6.809296072E1,7.910848142E-1,1.248624872E2,8.304137468E0,3.000000000E0
1.033237018E3,-7.434788507E0,1.092519618E2,6.844547171E1,3.230138127E-1,1.248624871E2,8.396473734E0,3.000000000E0
1.034237015E3,-7.434781159E0,1.092520252E2,6.863440383E1,6.815309514E-1,1.174521918E2,7.269458031E0,3.000000000E0
1.035237011E3,-7.434779248E0,1.092520570E2,6.872101284E1,6.116658175E-1,1.174521869E2,7.102132807E0,3.000000000E0
1.036237008E3,-7.434776213E0,1.092520824E2,6.781370970E1,9.050640777E-1,9.303263100E1,7.126568432E0,3.000000000E0
1.037237005E3,-7.434762657E0,1.092521153E2,6.896179098E1,9.127245036E-1,8.946326507E1,6.087395602E0,3.000000000E0
1.038237002E3,-7.434764148E0,1.092521118E2,6.918594235E1,6.820313993E-1,9.001150571E1,5.842034805E0,3.000000000E0
1.039236997E3,-7.434759071E0,1.092521291E2,6.944691218E1,4.440596128E-1,9.035806178E1,5.231015068E0,3.000000000E0
1.040236993E3,-7.434759921E0,1.092521341E2,6.923723154E1,4.135661380E-1,9.035805994E1,5.523548131E0,3.000000000E0
1.041236990E3,-7.434760317E0,1.092521397E2,6.929661989E1,4.509410319E-1,9.035805845E1,5.945148136E0,3.000000000E0
1.042236986E3,-7.434754631E0,1.092521517E2,6.914488210E1,2.811293153E-1,9.035806194E1,5.503452870E0,3.000000000E0
1.043236982E3,-7.434751849E0,1.092521582E2,6.919256542E1,2.145807214E-1,9.035806160E1,5.558846088E0,3.000000000E0
1.045236974E3,-7.434755598E0,1.092521689E2,6.937849095E1,3.740689043E-1,9.035806037E1,6.188609916E0,3.000000000E0
1.047236966E3,-7.434754587E0,1.092521795E2,6.928958091E1,4.821788119E-1,9.035805940E1,7.676861796E0,3.000000000E0
1.048236961E3,-7.434753586E0,1.092521852E2,6.928385555E1,4.446347499E-1,9.035805793E1,8.730748530E0,3.000000000E0
1.049236957E3,-7.434752790E0,1.092521934E2,6.951876173E1,9.962730128E-1,9.035805160E1,9.709860285E0,3.000000000E0
1.050236953E3,-7.434752126E0,1.092522058E2,6.962478780E1,9.349236762E-1,9.035805065E1,1.045291959E1,3.000000000E0
1.051236948E3,-7.434751282E0,1.092522198E2,6.929776277E1,8.656079798E-1,9.148464377E1,1.085823327E1,3.000000000E0
1.052236944E3,-7.434770980E0,1.092522410E2,6.927960042E1,8.596128762E-1,9.110933308E1,9.247512031E0,3.000000000E0
1.053236940E3,-7.434770609E0,1.092522486E2,6.938573115E1,8.315610968E-1,9.230559670E1,9.362991527E0,3.000000000E0
1.054236935E3,-7.434769423E0,1.092522553E2,6.948711206E1,8.006372835E-1,8.767849219E1,9.410609988E0,3.000000000E0
1.055236930E3,-7.434768001E0,1.092522629E2,6.884616617E1,7.410598664E-1,8.695456104E1,9.441016088E0,3.000000000E0
1.056236925E3,-7.434762775E0,1.092522721E2,6.928165989E1,7.206588961E-1,8.700494146E1,8.788117918E0,3.000000000E0
1.057236922E3,-7.434759406E0,1.092522762E2,6.939453094E1,6.171886277E-1,8.698335292E1,8.880916669E0,3.000000000E0
1.058236917E3,-7.434759798E0,1.092522735E2,6.939126578E1,6.638332562E-1,8.698335134E1,8.287872980E0,3.000000000E0
1.059236913E3,-7.434734260E0,1.092522942E2,6.821653830E1,6.829452306E-1,8.698334716E1,7.929127748E0,3.000000000E0
1.060236907E3,-7.434724400E0,1.092523135E2,6.976319019E1,8.702563148E-1,8.281950959E1,7.784005832E0,3.000000000E0
1.061236902E3,-7.434720633E0,1.092523255E2,6.921376567E1,5.953181220E-1,9.519811268E1,7.772489295E0,3.000000000E0
1.062236897E3,-7.434711975E0,1.092523474E2,6.920915504E1,1.053850580E0,9.099548099E1,7.900726738E0,3.000000000E0
1.063236894E3,-7.434710837E0,1.092523706E2,6.987713244E1,8.182430865E-1,9.610123867E1,7.617743794E0,3.000000000E0
